Categoria,Edad,Genero,Ingresos,Nivel_Estudios,Frec_Trans_Mes,Ocupacion,Has_Credit,Depositos,Zona,Recencia,R,F,M,R_score,F_score,M_score,Cluster
Basica,54,Femenino,3350702,Primaria,4,Empleado,Si,814060,Rural,79,79,4,814060,1,1,1,0
Plena,49,Femenino,1318684,Secundaria,11,Empleado,No,2160423,Urbano,53,53,11,2160423,1,4,2,3
Plena,42,Masculino,2375407,Universitario,1,Independiente,Si,9419156,Urbano,100,100,1,9419156,1,1,5,1
Intermedia,37,Femenino,788791,Primaria,10,Empleado,Si,941861,Rural,3,3,10,941861,5,3,1,3
Plena,28,Masculino,3839485,Primaria,11,Independiente,Si,4702026,Urbano,39,39,11,4702026,2,4,4,2
Plena,40,Masculino,5824268,Universitario,12,Independiente,No,4531038,Urbano,83,83,12,4531038,1,4,4,2
Intermedia,18,Femenino,2044839,Primaria,11,Empleado,No,1176597,Urbano,5,5,11,1176597,5,4,1,3
Intermedia,52,Masculino,3095745,Secundaria,12,Empleado,No,5240446,Urbano,2,2,12,5240446,5,4,4,2
Intermedia,33,Femenino,1354120,Secundaria,8,Empleado,Si,1452592,Rural,40,40,8,1452592,2,2,2,0
Basica,37,Masculino,4080902,Sin educacion,15,Empleado,No,12979678,Urbano,25,25,15,12979678,3,5,5,2
Plena,39,Masculino,7786238,Universitario,10,Estudiante,No,7150143,Urbano,55,55,10,7150143,1,3,5,1
Plena,43,Femenino,2904363,Primaria,8,Independiente,Si,4168743,Urbano,4,4,8,4168743,5,2,3,0
Plena,18,Masculino,3581161,Universitario,11,Independiente,Si,2862729,Urbano,47,47,11,2862729,2,4,3,2
Intermedia,61,Masculino,1834296,Secundaria,6,Pensionado,No,1761847,Urbano,6,6,6,1761847,4,2,2,0
Intermedia,40,Masculino,3001337,Secundaria,12,Empleado,No,2003155,Urbano,5,5,12,2003155,5,4,2,3
Intermedia,53,Femenino,6156299,Secundaria,14,Independiente,No,21039940,Urbano,5,5,14,21039940,5,5,5,2
Plena,40,Femenino,1628362,Universitario,5,Ama de casa,No,1800108,Urbano,50,50,5,1800108,1,1,2,0
Intermedia,42,Femenino,3960734,Secundaria,0,Independiente,No,5897722,Urbano,32,32,0,5897722,2,1,4,1
Plena,49,Masculino,4568577,Tecnico,13,Empleado,No,7184958,Urbano,22,22,13,7184958,3,4,5,2
Intermedia,24,Masculino,2710650,Primaria,4,Independiente,No,1754561,Rural,13,13,4,1754561,4,1,2,0
Plena,29,Masculino,6939661,Tecnico,11,Ama de casa,No,22401107,Urbano,62,62,11,22401107,1,4,5,2
Plena,37,Masculino,4331724,Secundaria,10,Empleado,No,10750518,Rural,14,14,10,10750518,4,3,5,2
Basica,62,Masculino,1832523,Secundaria,8,Ama de casa,Si,2413608,Rural,50,50,8,2413608,1,2,2,0
Basica,61,Femenino,1898249,Secundaria,12,Empleado,No,4267854,Rural,17,17,12,4267854,3,4,3,3
Intermedia,51,Masculino,3268230,Primaria,9,Pensionado,No,4108927,Urbano,14,14,9,4108927,4,3,3,3
Plena,18,Femenino,5320607,Universitario,11,Pensionado,Si,9097595,Urbano,18,18,11,9097595,3,4,5,2
Intermedia,34,Femenino,1847185,Tecnico,12,Estudiante,No,586724,Urbano,10,10,12,586724,4,4,1,3
Basica,22,Femenino,4789448,Primaria,3,Pensionado,Si,3084141,Rural,41,41,3,3084141,2,1,3,0
Plena,36,Masculino,5436107,Tecnico,17,Estudiante,Si,7700743,Urbano,20,20,17,7700743,3,5,5,2
Basica,54,Masculino,2687602,Secundaria,9,Independiente,No,8873087,Rural,7,7,9,8873087,4,3,5,1
Basica,40,Masculino,4199435,Primaria,11,Empleado,Si,6829022,Rural,68,68,11,6829022,1,4,5,2
Intermedia,34,Masculino,189414,Secundaria,10,Empleado,Si,593264,Urbano,14,14,10,593264,4,3,1,3
Intermedia,43,Masculino,1191176,Universitario,14,Estudiante,No,1624829,Rural,23,23,14,1624829,3,5,2,3
Intermedia,40,Masculino,1426779,Secundaria,5,Pensionado,Si,511196,Urbano,71,71,5,511196,1,1,1,0
Intermedia,38,Femenino,663045,Primaria,8,Independiente,Si,1010361,Rural,29,29,8,1010361,2,2,1,0
Plena,34,Femenino,872380,Tecnico,9,Independiente,Si,1982190,Urbano,3,3,9,1982190,5,3,2,3
Basica,51,Femenino,5239809,Sin educacion,12,Pensionado,No,8932456,Rural,84,84,12,8932456,1,4,5,2
Plena,49,Femenino,1054910,Universitario,14,Independiente,Si,546467,Urbano,29,29,14,546467,2,5,1,3
Plena,42,Femenino,4475663,Secundaria,11,Independiente,Si,7682951,Urbano,12,12,11,7682951,4,4,5,2
Intermedia,57,Femenino,5044508,Primaria,16,Pensionado,No,2306318,Rural,4,4,16,2306318,5,5,2,3
Plena,36,Femenino,2361028,Universitario,8,Independiente,Si,3849524,Urbano,47,47,8,3849524,2,2,3,0
Plena,76,Masculino,5140829,Universitario,15,Pensionado,Si,2911963,Rural,29,29,15,2911963,2,5,3,3
Intermedia,62,Masculino,1410828,Primaria,10,Independiente,No,938570,Urbano,22,22,10,938570,3,3,1,3
Intermedia,63,Femenino,4174530,Secundaria,5,Ama de casa,Si,10915167,Rural,67,67,5,10915167,1,1,5,1
Plena,47,Femenino,2507223,Secundaria,13,Independiente,No,7214960,Urbano,46,46,13,7214960,2,4,5,2
Intermedia,40,Femenino,4472890,Tecnico,0,Pensionado,Si,1413395,Rural,4,4,0,1413395,5,1,2,0
Intermedia,44,Femenino,3032765,Universitario,12,Empleado,No,5280142,Urbano,11,11,12,5280142,4,4,4,2
Intermedia,22,Masculino,3999675,Secundaria,13,Independiente,No,7930992,Rural,8,8,13,7930992,4,4,5,2
Plena,41,Masculino,256236,Secundaria,9,Ama de casa,Si,686784,Urbano,40,40,9,686784,2,3,1,0
Intermedia,64,Femenino,1009720,Secundaria,11,Ama de casa,Si,2339963,Urbano,1,1,11,2339963,5,4,2,3
Plena,46,Femenino,841011,Tecnico,8,Pensionado,No,17796,Urbano,25,25,8,17796,3,2,1,0
Plena,40,Masculino,3606981,Universitario,12,Empleado,No,9019746,Urbano,43,43,12,9019746,2,4,5,2
Intermedia,61,Masculino,4132758,Primaria,13,Empleado,Si,9870864,Urbano,62,62,13,9870864,1,4,5,2
Plena,42,Masculino,2286889,Sin educacion,1,Independiente,Si,4023831,Urbano,12,12,1,4023831,4,1,3,0
Plena,49,Femenino,2187910,Universitario,8,Empleado,No,5269395,Urbano,51,51,8,5269395,1,2,4,1
Intermedia,42,Masculino,1679249,Secundaria,13,Empleado,No,2835394,Urbano,3,3,13,2835394,5,4,2,3
Plena,49,Femenino,2920264,Secundaria,3,Independiente,No,6102888,Urbano,56,56,3,6102888,1,1,4,1
Basica,46,Femenino,4602684,Tecnico,13,Pensionado,Si,3342781,Rural,4,4,13,3342781,5,4,3,3
Intermedia,24,Femenino,4145012,Primaria,17,Empleado,No,485125,Urbano,15,15,17,485125,3,5,1,3
Intermedia,49,Femenino,1780439,Secundaria,14,Empleado,No,2949273,Urbano,47,47,14,2949273,2,5,3,3
Basica,57,Femenino,1594576,Tecnico,4,Empleado,No,2717710,Rural,4,4,4,2717710,5,1,2,0
Plena,55,Masculino,904215,Tecnico,11,Independiente,Si,859008,Urbano,7,7,11,859008,4,4,1,3
Intermedia,28,Femenino,2127171,Tecnico,8,Ama de casa,No,2123264,Urbano,38,38,8,2123264,2,2,2,0
Plena,56,Femenino,4102176,Universitario,19,Pensionado,Si,9897260,Urbano,38,38,19,9897260,2,5,5,2
Plena,38,Femenino,6938069,Secundaria,12,Ama de casa,Si,11927141,Urbano,30,30,12,11927141,2,4,5,2
Basica,18,Masculino,2386606,Tecnico,7,Empleado,No,5750070,Rural,35,35,7,5750070,2,2,4,0
Basica,59,Masculino,9380923,Secundaria,1,Ama de casa,No,3725367,Urbano,23,23,1,3725367,3,1,3,1
Intermedia,25,Femenino,2918332,Secundaria,7,Pensionado,No,4282772,Urbano,8,8,7,4282772,4,2,3,0
Basica,43,Femenino,1455497,Secundaria,8,Pensionado,No,2402801,Rural,12,12,8,2402801,4,2,2,0
Intermedia,55,Femenino,3265067,Secundaria,11,Pensionado,No,5787954,Urbano,6,6,11,5787954,4,4,4,2
Basica,53,Femenino,1428118,Primaria,15,Estudiante,No,4241002,Rural,71,71,15,4241002,1,5,3,3
Basica,51,Femenino,2685115,Sin educacion,12,Pensionado,No,1696579,Urbano,26,26,12,1696579,3,4,2,3
Intermedia,18,Masculino,2432520,Primaria,8,Independiente,No,899934,Urbano,15,15,8,899934,3,2,1,0
Basica,33,Femenino,588840,Universitario,20,Independiente,Si,1375202,Rural,18,18,20,1375202,3,5,2,3
Intermedia,64,Masculino,3914535,Primaria,11,Empleado,Si,6008624,Urbano,88,88,11,6008624,1,4,4,2
Basica,57,Masculino,1961265,Sin educacion,5,Pensionado,Si,5752257,Urbano,4,4,5,5752257,5,1,4,0
Intermedia,57,Femenino,751344,Secundaria,11,Independiente,Si,1066710,Rural,26,26,11,1066710,3,4,1,3
Intermedia,36,Masculino,3119868,Tecnico,7,Empleado,No,1982810,Urbano,21,21,7,1982810,3,2,2,0
Plena,19,Femenino,1714424,Primaria,17,Independiente,No,3507950,Rural,28,28,17,3507950,2,5,3,2
Plena,53,Masculino,1301379,Secundaria,5,Estudiante,No,2932537,Urbano,1,1,5,2932537,5,1,3,0
Plena,66,Masculino,4278834,Primaria,5,Ama de casa,Si,8661958,Urbano,61,61,5,8661958,1,1,5,1
Plena,61,Femenino,2593288,Secundaria,5,Estudiante,No,2646105,Urbano,80,80,5,2646105,1,1,2,0
Intermedia,33,Masculino,4639770,Secundaria,5,Empleado,No,8831360,Rural,24,24,5,8831360,3,1,5,1
Plena,68,Masculino,6691230,Universitario,8,Pensionado,Si,16795262,Urbano,35,35,8,16795262,2,2,5,1
Intermedia,45,Masculino,1389010,Sin educacion,0,Independiente,No,3002564,Urbano,76,76,0,3002564,1,1,3,0
Plena,43,Masculino,4368811,Universitario,11,Independiente,Si,5423676,Urbano,36,36,11,5423676,2,4,4,2
Intermedia,44,Masculino,3126618,Primaria,7,Empleado,Si,3002999,Rural,4,4,7,3002999,5,2,3,0
Basica,63,Femenino,5199996,Sin educacion,7,Ama de casa,Si,11983177,Urbano,25,25,7,11983177,3,2,5,1
Plena,67,Femenino,188439,Universitario,15,Empleado,Si,192323,Urbano,27,27,15,192323,2,5,1,3
Plena,38,Masculino,3520079,Universitario,15,Independiente,Si,5514679,Urbano,16,16,15,5514679,3,5,4,2
Intermedia,35,Masculino,3445497,Tecnico,9,Estudiante,Si,2513845,Urbano,40,40,9,2513845,2,3,2,0
Plena,48,Femenino,3968049,Primaria,17,Empleado,No,2010084,Urbano,81,81,17,2010084,1,5,2,3
Plena,47,Femenino,6352483,Primaria,14,Empleado,Si,12203366,Urbano,77,77,14,12203366,1,5,5,2
Intermedia,40,Masculino,3536414,Universitario,13,Empleado,Si,1517945,Urbano,17,17,13,1517945,3,4,2,3
Plena,48,Masculino,2286042,Primaria,15,Pensionado,No,8135425,Urbano,3,3,15,8135425,5,5,5,2
Intermedia,66,Masculino,7172558,Tecnico,13,Estudiante,No,8864765,Urbano,125,125,13,8864765,1,4,5,2
Basica,60,Masculino,1522288,Secundaria,8,Independiente,Si,1480137,Rural,54,54,8,1480137,1,2,2,0
Intermedia,47,Femenino,1897846,Tecnico,7,Empleado,No,2742465,Urbano,3,3,7,2742465,5,2,2,0
Intermedia,24,Masculino,3288335,Secundaria,6,Empleado,Si,2847407,Urbano,76,76,6,2847407,1,2,3,0
Basica,44,Masculino,8435239,Primaria,8,Ama de casa,No,24134983,Urbano,61,61,8,24134983,1,2,5,1
Plena,63,Masculino,2760482,Universitario,17,Empleado,Si,1281249,Urbano,21,21,17,1281249,3,5,2,3
Plena,46,Femenino,8149379,Universitario,12,Empleado,No,17314262,Urbano,26,26,12,17314262,3,4,5,2
Intermedia,29,Masculino,3454465,Secundaria,2,Pensionado,Si,4351768,Rural,15,15,2,4351768,3,1,3,0
Basica,41,Femenino,4634288,Tecnico,8,Independiente,No,14949898,Rural,1,1,8,14949898,5,2,5,1
Basica,32,Masculino,2275346,Tecnico,21,Independiente,Si,6043442,Rural,12,12,21,6043442,4,5,4,2
Intermedia,58,Femenino,4373680,Tecnico,7,Estudiante,Si,14603621,Urbano,48,48,7,14603621,2,2,5,1
Plena,38,Masculino,3573954,Primaria,12,Estudiante,Si,1424096,Urbano,1,1,12,1424096,5,4,2,3
Plena,49,Masculino,4979942,Universitario,3,Empleado,Si,905746,Rural,12,12,3,905746,4,1,1,0
Intermedia,27,Femenino,1580082,Secundaria,0,Ama de casa,No,3428388,Rural,15,15,0,3428388,3,1,3,0
Intermedia,65,Femenino,5057730,Sin educacion,10,Empleado,Si,9098,Urbano,23,23,10,9098,3,3,1,3
Plena,35,Masculino,1300408,Tecnico,5,Independiente,No,299337,Urbano,75,75,5,299337,1,1,1,0
Plena,60,Masculino,1551043,Universitario,10,Independiente,Si,1727503,Urbano,12,12,10,1727503,4,3,2,3
Basica,57,Masculino,1111663,Primaria,15,Empleado,Si,619210,Rural,12,12,15,619210,4,5,1,3
Basica,50,Femenino,1349005,Primaria,7,Empleado,Si,3304707,Rural,40,40,7,3304707,2,2,3,0
Plena,32,Femenino,2108182,Universitario,12,Empleado,Si,1205055,Urbano,18,18,12,1205055,3,4,1,3
Plena,35,Femenino,1797579,Universitario,5,Ama de casa,No,4659890,Urbano,7,7,5,4659890,4,1,4,0
Intermedia,59,Masculino,5923284,Secundaria,10,Estudiante,No,12772991,Urbano,18,18,10,12772991,3,3,5,1
Plena,42,Masculino,1486624,Universitario,9,Empleado,No,2694648,Urbano,4,4,9,2694648,5,3,2,3
Basica,70,Masculino,2272543,Primaria,13,Empleado,No,163281,Rural,5,5,13,163281,5,4,1,3
Basica,39,Masculino,742964,Primaria,5,Independiente,No,1736718,Rural,20,20,5,1736718,3,1,2,0
Plena,21,Femenino,3902750,Tecnico,10,Ama de casa,No,5157970,Urbano,16,16,10,5157970,3,3,4,2
Plena,64,Femenino,2791129,Tecnico,6,Pensionado,No,1244097,Rural,73,73,6,1244097,1,2,1,0
Plena,52,Femenino,4637826,Secundaria,12,Independiente,No,3789423,Urbano,13,13,12,3789423,4,4,3,3
Plena,38,Femenino,1414583,Tecnico,6,Empleado,No,2448422,Urbano,26,26,6,2448422,3,2,2,0
Intermedia,34,Masculino,4197569,Primaria,8,Empleado,Si,6099216,Urbano,30,30,8,6099216,2,2,4,1
Intermedia,56,Masculino,2194504,Sin educacion,11,Empleado,No,350054,Urbano,1,1,11,350054,5,4,1,3
Intermedia,28,Masculino,1219707,Primaria,13,Ama de casa,No,33675,Urbano,32,32,13,33675,2,4,1,3
Basica,63,Masculino,5151209,Primaria,12,Independiente,Si,1593555,Rural,5,5,12,1593555,5,4,2,3
Intermedia,60,Femenino,105591,Secundaria,16,Empleado,Si,26098,Urbano,97,97,16,26098,1,5,1,3
Intermedia,68,Masculino,4666192,Primaria,10,Independiente,Si,5263486,Urbano,4,4,10,5263486,5,3,4,1
Plena,39,Masculino,4783123,Universitario,1,Estudiante,Si,17460207,Urbano,16,16,1,17460207,3,1,5,1
Intermedia,65,Masculino,1216414,Primaria,5,Empleado,Si,676623,Urbano,2,2,5,676623,5,1,1,0
Intermedia,48,Femenino,2576045,Secundaria,14,Pensionado,Si,5238097,Urbano,173,173,14,5238097,1,5,4,2
Intermedia,38,Femenino,3068379,Secundaria,2,Independiente,Si,4802103,Urbano,20,20,2,4802103,3,1,4,0
Plena,69,Masculino,1033030,Tecnico,0,Independiente,Si,2414455,Urbano,27,27,0,2414455,2,1,2,0
Intermedia,44,Masculino,6597674,Primaria,2,Empleado,No,5658078,Urbano,2,2,2,5658078,5,1,4,1
Basica,26,Femenino,5353170,Sin educacion,5,Independiente,Si,10683994,Urbano,41,41,5,10683994,2,1,5,1
Plena,34,Femenino,3982391,Tecnico,13,Pensionado,Si,12622676,Urbano,7,7,13,12622676,4,4,5,2
Basica,54,Masculino,6073222,Sin educacion,17,Empleado,No,6586951,Rural,68,68,17,6586951,1,5,4,2
Plena,18,Femenino,2655700,Secundaria,19,Ama de casa,Si,6843346,Urbano,6,6,19,6843346,4,5,5,2
Basica,31,Femenino,1791037,Sin educacion,4,Independiente,No,3064483,Rural,6,6,4,3064483,4,1,3,0
Intermedia,69,Masculino,4295284,Tecnico,6,Empleado,No,8676215,Rural,1,1,6,8676215,5,2,5,1
Basica,47,Masculino,2264690,Sin educacion,11,Empleado,Si,5376780,Rural,19,19,11,5376780,3,4,4,2
Plena,45,Masculino,2997023,Universitario,12,Independiente,No,3968163,Urbano,24,24,12,3968163,3,4,3,3
Intermedia,41,Femenino,2004309,Tecnico,12,Independiente,Si,4722570,Urbano,2,2,12,4722570,5,4,4,3
Intermedia,38,Masculino,5481558,Sin educacion,6,Pensionado,Si,5389811,Urbano,44,44,6,5389811,2,2,4,1
Intermedia,49,Masculino,259480,Primaria,16,Independiente,Si,626899,Rural,18,18,16,626899,3,5,1,3
Plena,34,Masculino,1805888,Secundaria,7,Pensionado,No,2882446,Urbano,22,22,7,2882446,3,2,3,0
Intermedia,39,Femenino,1797451,Tecnico,7,Empleado,Si,4938759,Urbano,17,17,7,4938759,3,2,4,0
Basica,45,Femenino,4663286,Secundaria,15,Estudiante,No,3691210,Urbano,15,15,15,3691210,3,5,3,2
Plena,18,Masculino,262953,Secundaria,7,Independiente,Si,353232,Urbano,24,24,7,353232,3,2,1,0
Plena,22,Femenino,7347363,Tecnico,5,Empleado,Si,8699035,Urbano,5,5,5,8699035,5,1,5,1
Plena,38,Femenino,5495839,Secundaria,8,Independiente,Si,14658996,Urbano,6,6,8,14658996,4,2,5,1
Basica,20,Femenino,1569515,Universitario,10,Pensionado,Si,3618536,Rural,59,59,10,3618536,1,3,3,0
Basica,57,Femenino,1971968,Primaria,8,Pensionado,Si,2443108,Urbano,87,87,8,2443108,1,2,2,0
Basica,33,Masculino,1962670,Secundaria,19,Independiente,Si,4163682,Urbano,14,14,19,4163682,4,5,3,3
Plena,35,Masculino,6591023,Secundaria,3,Independiente,Si,591087,Urbano,9,9,3,591087,4,1,1,0
Intermedia,39,Femenino,5912663,Secundaria,6,Independiente,Si,9000761,Rural,30,30,6,9000761,2,2,5,1
Intermedia,40,Masculino,7372935,Secundaria,8,Ama de casa,Si,1293583,Urbano,15,15,8,1293583,3,2,2,0
Basica,35,Masculino,5773124,Primaria,6,Empleado,No,5138517,Rural,1,1,6,5138517,5,2,4,1
Plena,41,Femenino,180252,Primaria,6,Ama de casa,No,230655,Rural,5,5,6,230655,5,2,1,0
Intermedia,33,Masculino,1952353,Secundaria,16,Empleado,No,5968581,Urbano,37,37,16,5968581,2,5,4,2
Intermedia,41,Masculino,4064208,Primaria,10,Ama de casa,Si,8099551,Rural,32,32,10,8099551,2,3,5,2
Basica,42,Femenino,2534127,Secundaria,13,Pensionado,No,4194196,Urbano,1,1,13,4194196,5,4,3,3
Intermedia,18,Femenino,4367504,Tecnico,13,Independiente,No,6185432,Urbano,7,7,13,6185432,4,4,4,2
Basica,20,Masculino,5752868,Secundaria,2,Pensionado,No,11752930,Rural,7,7,2,11752930,4,1,5,1
Basica,41,Masculino,391294,Universitario,19,Independiente,No,116273,Urbano,33,33,19,116273,2,5,1,3
Intermedia,57,Femenino,3139359,Primaria,8,Empleado,No,5460821,Urbano,1,1,8,5460821,5,2,4,1
Plena,63,Femenino,5222685,Secundaria,12,Pensionado,No,5955222,Urbano,3,3,12,5955222,5,4,4,2
Intermedia,45,Femenino,3942426,Universitario,13,Empleado,Si,12866530,Urbano,48,48,13,12866530,2,4,5,2
Intermedia,27,Femenino,666409,Secundaria,5,Independiente,Si,726582,Rural,5,5,5,726582,5,1,1,0
Intermedia,43,Masculino,4596228,Tecnico,11,Independiente,No,6047281,Urbano,31,31,11,6047281,2,4,4,2
Basica,43,Femenino,3667665,Tecnico,5,Estudiante,No,5938918,Rural,8,8,5,5938918,4,1,4,1
Intermedia,56,Femenino,7734347,Secundaria,0,Estudiante,No,3443990,Urbano,3,3,0,3443990,5,1,3,1
Plena,62,Femenino,175454,Secundaria,2,Ama de casa,Si,59683,Urbano,8,8,2,59683,4,1,1,0
Basica,53,Femenino,3906711,Sin educacion,10,Empleado,Si,5301464,Rural,38,38,10,5301464,2,3,4,2
Plena,48,Femenino,3660440,Primaria,11,Ama de casa,No,937533,Urbano,58,58,11,937533,1,4,1,3
Basica,43,Femenino,5961925,Sin educacion,11,Independiente,No,5281017,Rural,53,53,11,5281017,1,4,4,2
Plena,67,Femenino,3794439,Universitario,14,Independiente,No,8936665,Urbano,15,15,14,8936665,3,5,5,2
Intermedia,41,Masculino,4133984,Tecnico,5,Ama de casa,Si,2416231,Urbano,33,33,5,2416231,2,1,2,0
Plena,90,Masculino,4723675,Universitario,0,Estudiante,No,18580298,Urbano,6,6,0,18580298,4,1,5,1
Intermedia,44,Masculino,5130721,Universitario,14,Independiente,Si,9890291,Urbano,10,10,14,9890291,4,5,5,2
Intermedia,43,Masculino,5520366,Tecnico,21,Empleado,No,11020226,Urbano,67,67,21,11020226,1,5,5,2
Plena,37,Femenino,1581263,Tecnico,13,Independiente,Si,1359430,Urbano,1,1,13,1359430,5,4,2,3
Intermedia,56,Masculino,4499072,Sin educacion,1,Pensionado,No,447061,Urbano,2,2,1,447061,5,1,1,0
Plena,41,Femenino,2898543,Sin educacion,8,Independiente,Si,4691894,Urbano,6,6,8,4691894,4,2,4,0
Plena,58,Masculino,4017135,Secundaria,4,Empleado,Si,12094430,Urbano,1,1,4,12094430,5,1,5,1
Plena,31,Femenino,5332425,Primaria,12,Independiente,No,9486308,Urbano,6,6,12,9486308,4,4,5,2
Plena,34,Femenino,2405209,Tecnico,13,Independiente,No,5247144,Urbano,26,26,13,5247144,3,4,4,2
Basica,48,Femenino,3904217,Tecnico,24,Empleado,Si,5203975,Rural,16,16,24,5203975,3,5,4,2
Plena,59,Femenino,2944838,Universitario,14,Empleado,No,1626362,Urbano,66,66,14,1626362,1,5,2,3
Plena,62,Masculino,3238305,Secundaria,1,Empleado,No,4210258,Urbano,51,51,1,4210258,1,1,3,0
Intermedia,51,Femenino,2183859,Primaria,10,Empleado,Si,2813054,Urbano,12,12,10,2813054,4,3,2,3
Plena,62,Femenino,4500544,Tecnico,13,Independiente,Si,14599926,Rural,9,9,13,14599926,4,4,5,2
Basica,29,Masculino,2687858,Primaria,6,Ama de casa,No,6966618,Rural,14,14,6,6966618,4,2,5,1
Plena,37,Femenino,5100829,Tecnico,5,Ama de casa,No,10093143,Rural,26,26,5,10093143,3,1,5,1
Plena,37,Femenino,5109830,Universitario,3,Pensionado,Si,3262904,Urbano,9,9,3,3262904,4,1,3,0
Plena,47,Masculino,1422342,Primaria,9,Pensionado,No,1121784,Urbano,29,29,9,1121784,2,3,1,0
Plena,54,Femenino,1409145,Primaria,8,Independiente,Si,528691,Urbano,15,15,8,528691,3,2,1,0
Plena,57,Masculino,93796,Primaria,16,Pensionado,No,391644,Urbano,24,24,16,391644,3,5,1,3
Plena,48,Masculino,845302,Sin educacion,13,Pensionado,No,1192244,Urbano,17,17,13,1192244,3,4,1,3
Basica,44,Masculino,2973302,Secundaria,12,Ama de casa,Si,6513674,Rural,10,10,12,6513674,4,4,4,2
Intermedia,36,Femenino,2413911,Secundaria,12,Pensionado,Si,373106,Urbano,88,88,12,373106,1,4,1,3
Intermedia,37,Femenino,7601878,Universitario,8,Ama de casa,Si,11738457,Rural,43,43,8,11738457,2,2,5,1
Basica,42,Femenino,3161833,Sin educacion,8,Independiente,No,2196498,Urbano,4,4,8,2196498,5,2,2,0
Plena,40,Femenino,4943256,Tecnico,7,Empleado,Si,7123930,Urbano,60,60,7,7123930,1,2,5,1
Intermedia,47,Masculino,5429838,Secundaria,10,Independiente,No,6855162,Rural,20,20,10,6855162,3,3,5,1
Plena,23,Femenino,5972957,Tecnico,10,Pensionado,Si,10149186,Urbano,67,67,10,10149186,1,3,5,2
Plena,27,Masculino,1785285,Universitario,8,Ama de casa,Si,4446652,Urbano,48,48,8,4446652,2,2,3,0
Basica,38,Femenino,3853994,Secundaria,1,Independiente,No,8147276,Rural,16,16,1,8147276,3,1,5,1
Intermedia,62,Femenino,4924497,Tecnico,0,Pensionado,No,6363852,Urbano,1,1,0,6363852,5,1,4,1
Basica,52,Femenino,4030356,Secundaria,14,Independiente,Si,7349933,Rural,9,9,14,7349933,4,5,5,2
Plena,60,Femenino,4867220,Secundaria,7,Empleado,Si,12517668,Urbano,23,23,7,12517668,3,2,5,1
Intermedia,37,Femenino,6056636,Universitario,12,Empleado,No,6260490,Urbano,30,30,12,6260490,2,4,4,2
Plena,52,Masculino,2592669,Secundaria,9,Independiente,Si,3990563,Rural,8,8,9,3990563,4,3,3,3
Plena,68,Masculino,4023387,Secundaria,11,Independiente,No,6591623,Urbano,4,4,11,6591623,5,4,4,2
Basica,40,Masculino,3259834,Tecnico,11,Independiente,No,6791701,Rural,54,54,11,6791701,1,4,4,2
Basica,18,Femenino,544471,Secundaria,9,Ama de casa,Si,1429582,Rural,124,124,9,1429582,1,3,2,0
Plena,68,Femenino,5320673,Secundaria,3,Pensionado,Si,20456713,Urbano,22,22,3,20456713,3,1,5,1
Intermedia,45,Femenino,2966421,Tecnico,8,Ama de casa,Si,3492840,Urbano,5,5,8,3492840,5,2,3,0
Plena,43,Femenino,3933938,Tecnico,22,Independiente,No,4947625,Rural,9,9,22,4947625,4,5,4,2
Basica,40,Femenino,2126221,Tecnico,15,Independiente,Si,2008604,Rural,1,1,15,2008604,5,5,2,3
Basica,44,Masculino,2151753,Primaria,11,Estudiante,No,9776361,Rural,73,73,11,9776361,1,4,5,2
Intermedia,63,Femenino,1055097,Secundaria,12,Independiente,Si,1291289,Urbano,3,3,12,1291289,5,4,2,3
Plena,48,Masculino,2068033,Tecnico,12,Empleado,No,4693567,Urbano,25,25,12,4693567,3,4,4,2
Plena,71,Femenino,2556353,Tecnico,6,Independiente,Si,5317070,Urbano,9,9,6,5317070,4,2,4,1
Plena,35,Femenino,4249282,Secundaria,9,Empleado,Si,9366345,Urbano,24,24,9,9366345,3,3,5,1
Intermedia,26,Masculino,1433159,Tecnico,2,Ama de casa,No,2409494,Urbano,31,31,2,2409494,2,1,2,0
Intermedia,39,Masculino,4544892,Tecnico,10,Estudiante,Si,9322284,Urbano,53,53,10,9322284,1,3,5,2
Intermedia,24,Masculino,4733220,Universitario,15,Empleado,Si,6321127,Urbano,6,6,15,6321127,4,5,4,2
Basica,35,Femenino,4221170,Primaria,3,Pensionado,No,1140606,Rural,1,1,3,1140606,5,1,1,0
Intermedia,40,Femenino,3817250,Tecnico,8,Empleado,Si,11525978,Rural,4,4,8,11525978,5,2,5,1
Intermedia,34,Masculino,1990245,Universitario,15,Ama de casa,No,3822483,Rural,69,69,15,3822483,1,5,3,2
Plena,35,Femenino,2956665,Tecnico,11,Ama de casa,Si,5888828,Urbano,62,62,11,5888828,1,4,4,2
Plena,18,Masculino,3646054,Tecnico,9,Independiente,No,3853451,Rural,27,27,9,3853451,2,3,3,0
Intermedia,42,Masculino,3431967,Tecnico,15,Estudiante,Si,5812579,Rural,27,27,15,5812579,2,5,4,2
Intermedia,42,Femenino,2619383,Tecnico,15,Empleado,Si,6668602,Urbano,32,32,15,6668602,2,5,4,2
Intermedia,48,Masculino,1356649,Tecnico,9,Pensionado,No,3556116,Urbano,5,5,9,3556116,5,3,3,3
Basica,37,Masculino,3513208,Primaria,12,Pensionado,Si,9751967,Urbano,73,73,12,9751967,1,4,5,2
Basica,52,Masculino,2421056,Secundaria,23,Ama de casa,Si,4741244,Rural,16,16,23,4741244,3,5,4,2
